Station Name,,,,,,,,,,,,,,,,,,,,,,,,
Province,,,,,,,,,,,,,,,,,,,,,,,,
Latitude,,,,,,,,,,,,,,,,,,,,,,,,
Longitude,,,,,,,,,,,,,,,,,,,,,,,,
Elevation,,,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,,,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,,,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,XTO,,,,,,,,,,,,,,,,,,,,,,,
All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,,
NA,Not Available,,,,,,,,,,,,,,,,,,,,,,,
‡,Partner data that is not subject to review by the National Climate Archives,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
01/03/2017 00:00,2017,3,1,00:00, ,10.6,,7.1,,79,,,M,,M,,,99.16,,,,,,NA
01/03/2017 01:00,2017,3,1,01:00, ,9.8,,8.5,,92,,,M,,M,,,99.05,,,,,,NA
01/03/2017 02:00,2017,3,1,02:00, ,9.9,,9,,94,,,M,,M,,,98.83,,,,,,NA
01/03/2017 03:00,2017,3,1,03:00, ,9.8,,8.9,,94,,,M,,M,,,98.61,,,,,,NA
01/03/2017 04:00,2017,3,1,04:00, ,9.3,,8.5,,95,,,M,,M,,,98.4,,,,,,NA
01/03/2017 05:00,2017,3,1,05:00, ,10.6,,9.8,,95,,,M,,M,,,98.35,,,,,,NA
01/03/2017 06:00,2017,3,1,06:00, ,11.3,,10.4,,95,,,M,,M,,,98.25,,,,,,NA
01/03/2017 07:00,2017,3,1,07:00, ,11.1,,10.2,,94,,,M,,M,,,98.21,,,,,,NA
01/03/2017 08:00,2017,3,1,08:00, ,10.4,,9.3,,93,,,M,,M,,,98.03,,,,,,NA
01/03/2017 09:00,2017,3,1,09:00, ,10.5,,9.4,,93,,,M,,M,,,98.12,,,,,,NA
01/03/2017 10:00,2017,3,1,10:00, ,12.3,,9.8,,85,,,M,,M,,,97.99,,,,,,NA
01/03/2017 11:00,2017,3,1,11:00, ,12.2,,8.8,,80,,,M,,M,,,97.89,,,,,,NA
01/03/2017 12:00,2017,3,1,12:00, ,11.9,,8.2,,78,,,M,,M,,,97.92,,,,,,NA
01/03/2017 13:00,2017,3,1,13:00, ,11.1,,7.7,,80,,,M,,M,,,97.87,,,,,,NA
01/03/2017 14:00,2017,3,1,14:00, ,12.6,,8.8,,78,,,M,,M,,,97.83,,,,,,NA
01/03/2017 15:00,2017,3,1,15:00, ,12.8,,8.4,,74,,,M,,M,,,97.73,,,,,,NA
01/03/2017 16:00,2017,3,1,16:00, ,11.7,,7.5,,76,,,M,,M,,,97.66,,,,,,NA
01/03/2017 17:00,2017,3,1,17:00, ,11.4,,8.7,,84,,,M,,M,,,97.59,,,,,,NA
01/03/2017 18:00,2017,3,1,18:00, ,9.8,,7.1,,83,,,M,,M,,,97.56,,,,,,NA
01/03/2017 19:00,2017,3,1,19:00, ,11.1,,6.9,,75,,,M,,M,,,97.65,,,,,,NA
01/03/2017 20:00,2017,3,1,20:00, ,8.1,,3.3,,72,,,M,,M,,,97.89,,,,,,NA
01/03/2017 21:00,2017,3,1,21:00, ,5.6,,0.3,,69,,,M,,M,,,98.07,,,,,,NA
01/03/2017 22:00,2017,3,1,22:00, ,3.6,,-2.6,,64,,,M,,M,,,98.2,,,,,,NA
01/03/2017 23:00,2017,3,1,23:00, ,1.5,,-4.5,,64,,,M,,M,,,98.32,,,,,,NA
02/03/2017 00:00,2017,3,2,00:00, ,-0.1,,-5.9,,65,,,M,,M,,,98.44,,,,,,NA
02/03/2017 01:00,2017,3,2,01:00, ,-1.8,,-9.1,,57,,,M,,M,,,98.64,,,,,,NA
02/03/2017 02:00,2017,3,2,02:00, ,-4.7,,-12.7,,53,,,M,,M,,,98.88,,,,,,NA
02/03/2017 03:00,2017,3,2,03:00, ,-5.7,,-13,,56,,,M,,M,,,99.03,,,,,,NA
02/03/2017 04:00,2017,3,2,04:00, ,-5.8,,-11.1,,66,,,M,,M,,,99.25,,,,,,NA
02/03/2017 05:00,2017,3,2,05:00, ,-6.1,,-11.8,,64,,,M,,M,,,99.45,,,,,,NA
02/03/2017 06:00,2017,3,2,06:00, ,-6.3,,-12.2,,63,,,M,,M,,,99.62,,,,,,NA
02/03/2017 07:00,2017,3,2,07:00, ,-5.9,,-11.8,,63,,,M,,M,,,99.77,,,,,,NA
02/03/2017 08:00,2017,3,2,08:00, ,-5.9,,-11.4,,65,,,M,,M,,,99.92,,,,,,NA
02/03/2017 09:00,2017,3,2,09:00, ,-5.5,,-11.9,,61,,,M,,M,,,100.08,,,,,,NA
02/03/2017 10:00,2017,3,2,10:00, ,-4.8,,-12.5,,55,,,M,,M,,,100.17,,,,,,NA
02/03/2017 11:00,2017,3,2,11:00, ,-3.9,,-12.2,,53,,,M,,M,,,100.26,,,,,,NA
02/03/2017 12:00,2017,3,2,12:00, ,-1.7,,-11.4,,48,,,M,,M,,,100.31,,,,,,NA
02/03/2017 13:00,2017,3,2,13:00, ,-2.7,,-12.9,,45,,,M,,M,,,100.33,,,,,,NA
02/03/2017 14:00,2017,3,2,14:00, ,-2.3,,-14.4,,39,,,M,,M,,,100.36,,,,,,NA
02/03/2017 15:00,2017,3,2,15:00, ,-1.7,,-12.7,,43,,,M,,M,,,100.39,,,,,,NA
02/03/2017 16:00,2017,3,2,16:00, ,-2,,-13,,43,,,M,,M,,,100.44,,,,,,NA
02/03/2017 17:00,2017,3,2,17:00, ,-2.2,,-12.7,,44,,,M,,M,,,100.5,,,,,,NA
02/03/2017 18:00,2017,3,2,18:00, ,-2.8,,-12.5,,47,,,M,,M,,,100.61,,,,,,NA
02/03/2017 19:00,2017,3,2,19:00, ,-3.5,,-12,,52,,,M,,M,,,100.73,,,,,,NA
